original_query,changed_query
"2014년쯤 지인으로부터 투자제의를 받고 소액으로 시작해 2017년까지 3년여동안 지인들(문어발처럼엮임)의 투자까지 받아 고액의 투자금이 발생하였습니다.2017년5월 투자금이 묶이고, 사기라는걸 알고 당사자를 잡아. 현재 교도소 수감중이며, 저도 고소를 당해 사기는 무혐으를 받았으나 사람들에게 돈을 받은 행위는 불법 유사수신행위에 해당한다며 집행유예를 받았습니다.문제는 저(A)에게 투자했던 지인B씨에게 투자한C씨가 민사소송을 진행하였고. 패소했습니다. C씨가 토자한 B씨는 지급명령에서 빠졌다는 겁니다.궁금한점, 투자당시 B씨가 투자금이라고 이체된 금액보다 제가 원금+이자 로 이체해준 금액이 더 많습니다. B씨는 집도 이사하고 상당한 이익을 본것으로 추정됩니다.C는 제에게 지급하라고 채권추심까지 들어온 상태이고,제가 B씨에게 소송걸 방법은 없는건가요.?","B씨에게 제가 지급한 금액이 더 많은데, C씨가 저에게 채권추심을 하고 있는 상황에서 B씨에게 소송을 제기할 수 있는 방법이 있을까요?"
남편이보이스피싱피의자가 되었습니다킥배달알바라고해서 일을시작햇는데 피해자집 우편함에서돈을가져와서 보이스피싱범들에서 무통장입금해줫어요 피해자3명인데 총7700만원입니다 1명은 2000 3000 1000 3번에걸쳐6000만원이고 700만원 1000만원 이렇게 3일에 총5번했습니다피해자와전부합의햇고 초범이고 전과없습니다 검사구형5년나왓는데요 집행유예나올가능성있을가요?답변고맙습니다,"남편이 잘못된 일에 연루되어 걱정인데, 법적 절차가 어떻게 진행될까요?"
사기 전과1범 끝이고 배임횡령으로7백만원정도 고소당할꺼같은데 징역형이나올까요 집유가 나올까요 벌금일까요 대충이라도 !!,사기 전과가 있는 상태에서 배임 및 횡령으로 고소당하면 어떤 형벌을 받을 가능성이 있을까요?
제가 문자를받고 어떤분이 인터넷사설도박사이트에가입만해주면 배팅을해서 돈을출금하게 해준다고해서 가입해줬는데 제통장으로500이들어왔습니다 출금은안됬고 모니터링등록되서 지점찾아가서 아는형님께받은거라고 거짓말을하였습니다 그런데 확인해본다하고 전집에오니 전기통신금융사기라고 전계좌가 정지되어버렸습니다 어떻게해야하나요??ㅜㅜ 전저돈필요도없고 당장내일 대출이자빠져나가는것때문에 빨리 정지풀려고 거짓말했다가 상황이이렇게됬습니다 이게만약 경찰조사받게된다면 제카톡이랑 문자한것도 다조사받게되나요??,"제가 실수로 통장이 정지된 상황인데, 이 문제를 어떻게 해결할 수 있을까요?"
제가 작년 정도에 아는 형 대신 돈을 받아주고 현금으로 뽑아줬다가 계좌 정지에 개설 못하게 막히고 참고인 조사 받고 3년동안 계좌개설 못하게 막혀있는데 2달 뒤에 신검 받고 나라사랑 카드를 만들어야 하는데 지식인 아무리 뒤져봐도 누구는 가능하다 그러고 누구는 불가능하다 그러고 나라사랑 계좌하고 카드 발급 받을 수 있나요? 확실한 정보 부탁드릴게요 (대포통장 명의인 나라사랑 카드 발급 가능한지만 알려주세요),"변경된 질문: 제가 참고인 조사 후 계좌 개설에 어려움을 겪고 있는데, 나라사랑 카드를 발급받을 수 있을까요? 확실한 정보 부탁드립니다."
제가 대출을 알아보다가 보이스피싱 방조죄에 연루가 되었습니다 피해자는 두명이고 둘다 여성입니다 그리고 각 280만원씩 총 피해 금액이 560입니다 그래서 변호사를 선임 하려고 하는데 알아보니까 기본 550부터 많으면 700이라고 하는데 정말인가요..? 그리고 형량은 얼마나 나올까요..? 범죄경력은 없습니다..,"제가 대출을 알아보다가 보이스피싱 사건에 연루되었습니다. 변호사 비용이 얼마나 들지, 그리고 결과가 어떻게 될지 궁금합니다. 범죄경력은 없습니다."
"행사를 개최하는데 저는 예산관리를 하도록 배정받았는데, 조금 제 생활이 어려워져서 예산으로 옷이랑 식자재 좀 몰래 샀어요. 그런데 좀 양심이 찔려서 그 돈을 다시 예산에 합했는데 관리자님이 뭔가 계산이 안맞다면서 보더니 결국 들통났어요....그렇게 짤리는건 당연하고 공금 횡령 기소를 당했고, 형사 처벌을 받을 상황이 되어 버렸습니다. 물론 잘못된 의도로 돈을 사용했던 것은 맞지만, 소액이었고 다시 돈을 되돌려 놓았는데 조금 가혹하지 않나요?  공금 횡령처벌이 어느정도인지 궁금하고요 줄이려면 어떻게 해야하는지도 알려주시면 좋겠어요..","예산 관리 실수로 인해 문제를 겪고 있는데, 공금 횡령에 대한 처벌이 어떻게 되는지, 그리고 감경받을 방법이 있는지 알고 싶습니다."
"학생이고 돈이 없어서 그래도 비교적 낮은 비용으로 사건을 위임할 변호사를 찾고 있는데 어디가 괜찮나요부모님 두 분 손을 벌리고 싶어도 좋지 않은 가정사로 인해 그러지 못하는 상황이고, 변호사 사무소에 전화해보니 피해액 3000만원 중 7 80%는 변제할 돈을 가지고 있어야한다고 하더라구요. 대충 2100만원에서 2400만원이겠죠. 실형만은 피하고자 선임을 원하는건데 학생 대상 변호사 같은 건 없을까요..알바를 이제야 시작한 상황에서 대출도 아직 나오지 않을거구요, 월급 들어오는대로 분할해서 조금씩 선임 비용을 내고, 가능한 한 대출과 알바비를 모아서 갚을 돈을 모으려고요, 대출이 나올지는 모르겠지만요피해자는 2명이고 합쳐서 3000만원입니다,그래도 협력해서 2차 3차 운반책들 잡는 데에는 도움을 드렸습니다운반은 2회 하였고 본인은 사무직 알바 면접을 보러 다니다가 보이스피싱범이 먼저 연락해서 일할 생각 없냐고 물어 일을 하게 되었습니다.은행 관련 업무라고 소개 받았구요, 은행에 돈을 빌린 매장이 정상 영업을 하고 있는지 사진을 찍어서 보내라는 명령을 받았습니다.돈을 옮기는 것도 과장을 통해 은행으로 설명 들었고 그래서 과장이라는 사람에게 돈을 주었고요. 대충 이런 걸 2번 반복했습니다선처와 실형 가능성도 구체적으로 궁금하고 합의는 어떻게 해야하는지도 궁금합니다 제발 도와주세요","학생으로서 비용이 적게 드는 변호사를 찾고 있는데, 어디에서 알아보는 것이 좋을까요? 실형을 피하기 위해 변호사를 선임하고 싶습니다."
"우선 사건은 제가 어머니가 돌아가시고 후유증으로 집에서만 1년넘게 틀어박혀 지내다 생활고에 시달려 닥치고 아무일이나 알아보던중 핸드폰 충전만 해주면 10대 주급30만원 20대에50만원 이라는 달콤한 유혹에 빠져 불법인지도 모르고, 아니 보이스피싱인줄 모르고 3일 정도 시키는대로 일하다가 집으로 형사 3명이 들어와서 현행범으로 체포되었습니다. 받은돈 100원도 없구요. 그 3일안에 피해자가 5명이고 총 피해액에 2천7백만원 입니다. 충전시 사용한 핸드폰은 14대이고 다 증거물로 제출했구요.이 일로 유치장에있다가 실질재판인가? 안에서 봤는데 기각되서 다행히 나올수있었습니다.저는 우선 초범이고 정말 보이스피싱인지 모르고 했습니다. 이쪽일로 무지한 제가 너무 화가나네요.우선 제 사건은 이렇구요, 재판도 엄청 오래걸렸다가 어제 6월21일 일산 고양지원으로 가서 재판을 받았습니다. 우선 저는 재판이 거의 처음이기도하고 너무 예전이라 기억도 잘 나지않아 재판보기전부터주변 지인들말만 듣고 아무것도 준비안하고 있었습니다. 주변인들이 저에게 요즘 재판은 3번정도 하고1번째 재판때 간단하게 신상정보랑 사건에 대해서 말하는 정도이고 첫번째 재판때 변호사 선임여부나합의의사 여부를 물어보니 그때 얘기하면되고 소환장이랑 반성문 쓴것도 두번째 재판때 가져가면 된다고해서 정말 아무것도 없이가서 재판받았습니다.근데 아뿔사..제가 듣던 재판하고는 다르게 흘러갔고 검사 구형2년6개월에 몰수? 라는 말을 듣고판사가 마지막 할말이 없냐해서 횡설수설하고 어영부영 국선변호사도 없이, 합의 여부도 묻지않고 끝났고, 검사가 말하는 내용을 들어보니 그냥 저를 보이스피싱 조직원으로 보고 얘기하더라구요.그리고 주변에서 판사가 저의 죄에 인정하는 여부를 묻거나할때 괜히 억울하다고, 인정안한다 하면더 큰일날수도 있으니 그냥 다 인정하고 한다고해서 뭣도모르고 그냥 다 그렇게 인정했습니다.저는 2번째 재판때 변호사분이나 제가 진실을 진심으로 말할수있을거라 생각했습니다..제가 병신이지요...이거 재판 다시받고 싶고..어느방향으로 진행해야되는지 자문좀 꼭 부탁드립니다ㅜㅜ 그리고 변호사님도 구하고 십습니다..사건 정말 본일일처럼 봐주실 변호사님 그리고 비용은 얼마나 될까요..?제가 현재 300만원정도 밖에 없어서요..소개나 자문 꼭 잘좀 부탁드립니다..ㅠ",저의 사건에 대해 조언을 부탁드립니다. 변호사 선임 방법과 비용에 대한 정보가 필요합니다.
"금융권은 연체때문에 부결이고개인돈은 손대기가 꺼려집니다 어차피 업체도 못찾겠지만폰테크는 회선 안나오구요 선불 안하구요무직이라 그런지 영 알아볼곳이 변변치 않습니다금융권은 부결입니다 확실히 안되기에 추천안받구요P2P쪽 알아보고있습니다 한 5,600 필요한데그래도 이쪽이 금리가 좀 낫더라구요무직 신분에 연체도 있지만 연체는 30만원 안팎의 소액이라 빠르게 밀고 다시 알바도하고 자리잡고 싶습니다P2P ㅈㅇ이나 중계나 좋으니 연락바랍니다..급합니다",적당한 대출 방법이나 재정 지원에 대해 추천받고 싶습니다. 급합니다.
알고지내는 지인들이 있습니다얼마전부터 돈벌수있는 방법이 있다며정확한명칭은 아닙니다 스포츠토토?같은거라네요텔레그램에 가입해서 그날그날경기 승률을 보내주면 그대로 배팅만 하면된다네요가지고있는 통장에 들어있는 돈만큼 배팅을 해서 배당금은 당일에 입금된다면서 가령 200만원넣은 지인은 하루에 2게임에 2만원정도 배당금이 입금된다네요이야기를들어보니 돈이없다고하면 빌려주면서 해보라고 한다네요그런데 다단계형식인듯해요자기 밑에 사람을 심으라고한다네요2주에 한명정도는 심어야한다고어제 저를 가입시키려는지 윗?상선?인지 하는사람과 그밑에 가입된사람인듯 몇명의 와서 곧 부자가될듯 자기들끼리 이야기를 하는데 불편해 미치겠네요분명 불법일텐데,"지인이 돈을 벌 방법이 있다며 스포츠토토와 유사한 활동을 권유하고, 불법적인 다단계 방식으로 보이는 이 제안에 대해 어떻게 해야 할까요?"
보험사기로 재판을 받게 됐어요. 아는 형이 차에 타고 있으면 돈을 벌 수 있다고 해서시작했는데 보험사기 7건으로 재판을 앞두고 있어요.. 7건 합쳐서 제가 받은돈은 210만원인데 보험사기 처벌이 어떻게 나오나요?보험사기 처벌 낮추기 위해서는 보험사들과 합의하면 되나요?실형을 살게 되지는 않겠죠? 재판 일자는 언제쯤 잡힐까요?재판 전까지 뭘 하고 있으면 좋을까요?,보험 관련 재판을 앞두고 있습니다. 보험사와의 합의가 가능한가요? 그리고 재판 전까지 어떤 준비를 하는 것이 좋을까요?
